"",">=0.001",">=1e-04",">=1e-05"
"mean_values",2.27882447321967,2.69743294868078,11.7072669426294
"2.5%",0,0,0
"50%",0,0.0496871562232447,8.73812970846991
"97.5%",13.04966693954,15.3908573986114,40.3231071942622
