"",">=0.001",">=1e-04",">=1e-05"
"mean_values",0.0786766831507189,9.29625622356158,57.4211796753298
"2.5%",0,0,14.5389667237183
"50%",0,5.72713595904524,63.5187252351769
"97.5%",1.40630641144877,34.1647480606455,82.0507062779693
