"",">=0.001",">=1e-04",">=1e-05"
"mean_values",1.57702601451714,5.43276507664249,7.01421214234989
"2.5%",0.465495673186161,0.74899436481328,2.33190994037116
"50%",1.5396120365129,6.16890632893756,6.82710830331505
"97.5%",3.19930600510242,11.2459878956626,11.7960085079712
