"",">=0.001",">=1e-04",">=1e-05"
"mean_values",0.311030916395268,4.0646820769391,16.7977495542506
"2.5%",0,0,0
"50%",0.0720635418214108,3.81727491593665,16.0220634177805
"97.5%",1.60481139670566,10.7758104258205,44.2086448582382
