"",">=0.001",">=1e-04",">=1e-05"
"mean_values",0.00296715068380394,0.0242200217656001,0.206345183310768
"2.5%",0,0,0
"50%",0,0,0
"97.5%",0.0201782070748747,0.245308139287677,2.2095545785371
