"",">=0.001",">=1e-04",">=1e-05"
"mean_values",0.127593382519818,2.21018845516943,5.70821837174331
"2.5%",0,0,0
"50%",0,0,1.19693604615214
"97.5%",1.19693604615214,12.3221342431595,20.9333938842763
