"",">=0.001",">=1e-04",">=1e-05"
"mean_values",0.572316693193829,5.50474786843244,14.8160564549314
"2.5%",0.102358071183343,0.957519933687418,8.9970267677553
"50%",0.621605129440705,5.09619727736833,15.89187520964
"97.5%",1.28419264496808,14.3265248084429,17.1918418616756
