"",">=0.001",">=1e-04",">=1e-05"
"mean_values",3.7672472186761e-06,0.000101323966408471,0.00165269045446688
"2.5%",0,0,0
"50%",0,0,0.000198542302590963
"97.5%",5.19259049831422e-05,0.000836159023717803,0.0122077316195153
