"location_id","region","locationPeriod_id","admin_level"
"24418","CT-World::AFR::COD::Kasai Oriental::Tshudi Loto Health District","14833","admin2"
"24420","CT-World::AFR::COD::Kasai Oriental::Vanga Kete Health District","14834","admin2"
"24421","CT-World::AFR::COD::Kasai Oriental::Wembo Nyama Health District","14848","admin2"
"24424","CT-World::AFR::COD::Kasai::Bulape Health District","14334","admin2"
"24425","CT-World::AFR::COD::Kasai::Dekese Health District","14335","admin2"
"24426","CT-World::AFR::COD::Kasai::Ilebo Health District","14336","admin2"
"24428","CT-World::AFR::COD::Kasai-Occidental::Mweka Health District","14879","admin2"
"24429","CT-World::AFR::COD::Kasai-Occidental::Ndjoko-Mpunda Health District","14880","admin2"
"24430","CT-World::AFR::COD::Kasai-Occidental::Nyanga Health District","14881","admin2"
"24433","CT-World::AFR::COD::Kasai-Occidental::Bulape Health District","14882","admin2"
"24434","CT-World::AFR::COD::Kasai-Occidental::Dekese Health District","14883","admin2"
"24435","CT-World::AFR::COD::Kasai-Occidental::Katoka Health District","14884","admin2"
"24436","CT-World::AFR::COD::Kasai Oriental::Kitenge Health District","14835","admin2"
"24437","CT-World::AFR::COD::Kasai Oriental::Kanda Kanda Health District","14836","admin2"
"24438","CT-World::AFR::COD::Kasai Oriental::Kansele Health District","14837","admin2"
"24439","CT-World::AFR::COD::Kasai Oriental::Kasansa Health District","14838","admin2"
"2444","CT-World::AFR::COD::Equateur::Ingende","2919","admin2"
"24440","CT-World::AFR::COD::Kasai Oriental::Katako Kombe Health District","14839","admin2"
"24441","CT-World::AFR::COD::Kasai Oriental::Kole Health District","14840","admin2"
"24443","CT-World::AFR::COD::Kasai Oriental::Luputa Health District","14841","admin2"
"24444","CT-World::AFR::COD::Kasai Oriental::Miabi Health District","14842","admin2"
"24445","CT-World::AFR::COD::Kasai Oriental::Mulumba Health District","14843","admin2"
"24446","CT-World::AFR::COD::Kasai Oriental::Tshilenge Health District","14844","admin2"
"24447","CT-World::AFR::COD::Kasai::Kakenge Health District","14940","admin2"
"24448","CT-World::AFR::COD::Kasai::Kalonda Est Health District","17224","admin2"
"2445","CT-World::AFR::COD::Kasai-Occidental::Tshikaji","3741","admin2"
"24452","CT-World::AFR::COD::Kasai::Mikope Health District","14338","admin2"
"24453","CT-World::AFR::COD::Kasai::Mushenge Health District","14339","admin2"
"2446","CT-World::AFR::BDI::BI-GI::Giheta::Kibogoye","8070","admin3"
"2449","CT-World::AFR::BDI::BI-MW::Nyabihanga::Taba","5370","admin3"
"245","CT-World::AFR::MDG::MG-F::Ihorombe::Iakora","4518","admin3"
"2451","CT-World::AFR::COD::Orientale::Tshopo","2161","admin2"
"2452","CT-World::AFR::MLI::ML-4::San::San::San","1728","admin4"
"24523","CT-World::AFR::COD::Katanga::Ankoro Health District","14355","admin2"
"24524","CT-World::AFR::COD::Katanga::Baka Health District","14356","admin2"
"24525","CT-World::AFR::COD::Katanga::Bukama Health District","14357","admin2"
"24526","CT-World::AFR::COD::Katanga::Bunkeya Health District","14982","admin2"
"24527","CT-World::AFR::COD::Katanga::Butumba Health District","14983","admin2"
"24528","CT-World::AFR::COD::Katanga::Dilala Health District","14358","admin2"
"24529","CT-World::AFR::COD::Katanga::Dilolo Health District","14943","admin2"
"24530","CT-World::AFR::COD::Katanga::Fungurume Health District","14359","admin2"
"24531","CT-World::AFR::COD::Katanga::Kabalo Health District","14360","admin2"
"24532","CT-World::AFR::COD::Katanga::Kabondo Dianda Health District","14361","admin2"
"24533","CT-World::AFR::COD::Katanga::Kabongo Health District","14362","admin2"
"24534","CT-World::AFR::COD::Katanga::Kafakumba Health District","14944","admin2"
"24535","CT-World::AFR::COD::Katanga::Kafubu Health District","14363","admin2"
"24536","CT-World::AFR::COD::Katanga::Kalamba Health District","14945","admin2"
"24537","CT-World::AFR::COD::Katanga::Kalemie Health District","14364","admin2"
"24538","CT-World::AFR::COD::Katanga::Kambove Health District","14366","admin2"
"24539","CT-World::AFR::COD::Katanga::Kamina Health District","14367","admin2"
"2454","CT-World::AFR::BDI::BI-RY::Ruyigi::Rukaragata","5606","admin3"
"24540","CT-World::AFR::COD::Katanga::Kampemba Health District","14368","admin2"
"24541","CT-World::AFR::COD::Katanga::Kaniama Health District","14354","admin2"
"24543","CT-World::AFR::COD::Katanga::Kanzenze Health District","14370","admin2"
"24544","CT-World::AFR::COD::Katanga::Kapanga Health District","14946","admin2"
"24545","CT-World::AFR::COD::Katanga::Kapolowe Health District","14371","admin2"
"24546","CT-World::AFR::COD::Katanga::Kasaji Health District","14947","admin2"
"24547","CT-World::AFR::COD::Katanga::Kasenga Health District","14372","admin2"
"24548","CT-World::AFR::COD::Katanga::Kashobwe Health District","14373","admin2"
"24549","CT-World::AFR::COD::Katanga::Katuba Health District","14374","admin2"
"2455","CT-World::AFR::ETH::ET-SN::Gedeo::Yirgachefe","5123","admin3"
"24550","CT-World::AFR::COD::Katanga::Kayamba Health District","14948","admin2"
"24551","CT-World::AFR::COD::Katanga::Kenya Health District","14375","admin2"
"24552","CT-World::AFR::COD::Katanga::Kikula Health District","14376","admin2"
"24553","CT-World::AFR::COD::Katanga::Kilela Balanda Health District","14377","admin2"
"24554","CT-World::AFR::COD::Katanga::Kilwa Health District","14378","admin2"
"24555","CT-World::AFR::COD::Katanga::Kinda Health District","14379","admin2"
"24556","CT-World::AFR::COD::Katanga::Kinkondja Health District","14380","admin2"
"24557","CT-World::AFR::COD::Katanga::Kipushi Health District","14381","admin2"
"24558","CT-World::AFR::COD::Katanga::Kisanga Health District","14382","admin2"
"24559","CT-World::AFR::COD::Katanga::Kitenge Health District","14383","admin2"
"2456","CT-World::AFR::BDI::BI-RY::Bweru::Busuma","11242","admin3"
"24561","CT-World::AFR::COD::Katanga::Kiyambi Health District","14384","admin2"
"24562","CT-World::AFR::COD::Katanga::Kongolo Health District","14385","admin2"
"24563","CT-World::AFR::COD::Katanga::Kowe Health District","14386","admin2"
"24564","CT-World::AFR::COD::Katanga::Likasi Health District","14387","admin2"
"24565","CT-World::AFR::COD::Katanga::Lualaba Health District","14388","admin2"
"24566","CT-World::AFR::COD::Katanga::Lubudi Health District","14389","admin2"
"24567","CT-World::AFR::COD::Katanga::Lubumbashi Health District","14390","admin2"
"24568","CT-World::AFR::COD::Katanga::Lukafu Health District","14391","admin2"
"24569","CT-World::AFR::COD::Katanga::Lwamba Health District","14392","admin2"
"2457","CT-World::EMR::IRN::Kermanshah","3771","admin1"
"24570","CT-World::AFR::COD::Katanga::Malemba Nkulu Health District","14393","admin2"
"24571","CT-World::AFR::COD::Katanga::Manika Health District","14394","admin2"
"24572","CT-World::AFR::COD::Katanga::Manono Health District","14395","admin2"
"24574","CT-World::AFR::COD::Katanga::Mbulula Health District","14396","admin2"
"24575","CT-World::AFR::COD::Katanga::Mitwaba Health District","14397","admin2"
"24576","CT-World::AFR::COD::Katanga::Moba Health District","14398","admin2"
"24577","CT-World::AFR::COD::Katanga::Mufunga Sampwe Health District","14399","admin2"
"24578","CT-World::AFR::COD::Katanga::Mukanga Health District","14400","admin2"
"24579","CT-World::AFR::COD::Katanga::Mulongo Health District","14401","admin2"
"2458","CT-World::EMR::AFG::AF-HER::KoshkiKohna","7622","admin2"
"24580","CT-World::AFR::COD::Katanga::Mumbunda Health District","14402","admin2"
"24581","CT-World::AFR::COD::Katanga::Mutshatsha Health District","14949","admin2"
"24582","CT-World::AFR::COD::Katanga::Nyemba Health District","14403","admin2"
"24583","CT-World::AFR::COD::Katanga::Nyunzu Health District","14404","admin2"
"24584","CT-World::AFR::COD::Katanga::Panda Health District","14405","admin2"
"24585","CT-World::AFR::COD::Katanga::Pweto Health District","14406","admin2"
"24586","CT-World::AFR::COD::Katanga::Rwashi Health District","14407","admin2"
"24587","CT-World::AFR::COD::Katanga::Sakania Health District","14408","admin2"
"24588","CT-World::AFR::COD::Katanga::Sandoa Health District","14950","admin2"
"24589","CT-World::AFR::COD::Katanga::Tshamilemba Health District","14410","admin2"
"2459","CT-World::AFR::MOZ::Inhambane","7307","admin1"
"24590","CT-World::AFR::COD::Kinshasa::Bandalungwa Health District","14430","admin2"
"24591","CT-World::AFR::COD::Katanga::Vangu Health District","14411","admin2"
"24592","CT-World::AFR::COD::Kinshasa::Barumbu Health District","14431","admin2"
"24593","CT-World::AFR::COD::Kinshasa::Binza Meteo Health District","14432","admin2"
"24594","CT-World::AFR::COD::Kinshasa::Binza Ozone Health District","14433","admin2"
"24595","CT-World::AFR::COD::Kinshasa::Biyela Health District","14434","admin2"
"24596","CT-World::AFR::COD::Kinshasa::Bumbu Health District","14435","admin2"
"24597","CT-World::AFR::COD::Kinshasa::Gombe Health District","14436","admin2"
"24598","CT-World::AFR::COD::Kinshasa::Kalamu I Health District","14437","admin2"
"24599","CT-World::AFR::COD::Kinshasa::Kalamu Ii Health District","14438","admin2"
"246","CT-World::AFR::BDI::BI-MY::Mwakiro::Bonero","7217","admin3"
"2460","CT-World::AFR::SEN::Tambacounda::Tambacounda::Makacolibantang","7819","admin3"
"24600","CT-World::AFR::COD::Kinshasa::Kasa Vubu Health District","14439","admin2"
"24601","CT-World::AFR::COD::Kinshasa::Kikimi Health District","14440","admin2"
"24602","CT-World::AFR::COD::Kinshasa::Kimbanseke Health District","14441","admin2"
"24603","CT-World::AFR::COD::Kinshasa::Kingabwa Health District","14442","admin2"
"24604","CT-World::AFR::COD::Kinshasa::Kingasani Health District","14443","admin2"
"24605","CT-World::AFR::COD::Kinshasa::Kinshasa Health District","14444","admin2"
"24606","CT-World::AFR::COD::Kinshasa::Kintambo Health District","14446","admin2"
"24607","CT-World::AFR::COD::Kinshasa::Kisenso Health District","14447","admin2"
"24608","CT-World::AFR::COD::Kinshasa::Kokolo Health District","14449","admin2"
"24609","CT-World::AFR::COD::Kinshasa::Lemba Health District","14450","admin2"
"2461","CT-World::AFR::ZWE::ZW-MN::Binga","8355","admin2"
"24610","CT-World::AFR::COD::Kinshasa::Limete Health District","14451","admin2"
"24611","CT-World::AFR::COD::Kinshasa::Lingwala Health District","14452","admin2"
"24612","CT-World::AFR::COD::Kinshasa::Lufungula Health District","14453","admin2"
"24613","CT-World::AFR::COD::Kinshasa::Makala Health District","14454","admin2"
"24614","CT-World::AFR::COD::Kinshasa::Maluku I Health District","14455","admin2"
"24615","CT-World::AFR::COD::Kinshasa::Maluku Ii Health District","14456","admin2"
"24616","CT-World::AFR::COD::Kinshasa::Masina I Health District","14457","admin2"
"24617","CT-World::AFR::COD::Kinshasa::Masina Ii Health District","14458","admin2"
"24618","CT-World::AFR::COD::Kinshasa::Matete Health District","14459","admin2"
"24619","CT-World::AFR::COD::Kinshasa::Mont Ngafula I Health District","14460","admin2"
"2462","CT-World::AFR::BFA::BF-KAD::Pabre","6294","admin2"
"24620","CT-World::AFR::COD::Kinshasa::Mont Ngafula Ii Health District","14461","admin2"
"24621","CT-World::AFR::COD::Kinshasa::Ndjili Health District","14462","admin2"
"24622","CT-World::AFR::COD::Kinshasa::Ngaba Health District","14464","admin2"
"24623","CT-World::AFR::COD::Kinshasa::Ngiri Ngiri Health District","14465","admin2"
"24624","CT-World::AFR::COD::Kinshasa::Nsele Health District","14466","admin2"
"24625","CT-World::AFR::COD::Kinshasa::Police Health District","14467","admin2"
"24626","CT-World::AFR::COD::Kongo Central::Boma Health District","14473","admin2"
"24627","CT-World::AFR::COD::Kongo Central::Gombe Matadi Health District","14474","admin2"
"24628","CT-World::AFR::COD::Kongo Central::Inga Health District","14475","admin2"
"24629","CT-World::AFR::COD::Kongo Central::Kangu Health District","14476","admin2"
"2463","CT-World::AFR::BFA::BF-KAD::Pabre::Kamboinse","3600","admin3"
"24630","CT-World::AFR::COD::Kongo Central::Kibunzi Health District","14477","admin2"
"24631","CT-World::AFR::COD::Kongo Central::Kimpangu Health District","14478","admin2"
"24633","CT-World::AFR::COD::Kongo Central::Kisantu Health District","14480","admin2"
"24634","CT-World::AFR::COD::Kongo Central::Kitona Health District","14481","admin2"
"24635","CT-World::AFR::COD::Kongo Central::Kizu Health District","14951","admin2"
"24636","CT-World::AFR::COD::Kongo Central::Kwilu Ngongo Health District","14483","admin2"
"24637","CT-World::AFR::COD::Kongo Central::Kuimba Health District","14482","admin2"
"24638","CT-World::AFR::COD::Kongo Central::Luozi Health District","14485","admin2"
"24639","CT-World::AFR::COD::Kongo Central::Mangembo Health District","14952","admin2"
"2464","CT-World::AFR::GNB::GW-QU::Buba","6727","admin2"
"24640","CT-World::AFR::COD::Kongo Central::Masa Health District","14486","admin2"
"24641","CT-World::AFR::COD::Kongo Central::Matadi Health District","14487","admin2"
"24642","CT-World::AFR::COD::Kongo Central::Mbanza Ngungu Health District","14488","admin2"
"24643","CT-World::AFR::COD::Kongo Central::Moanda Health District","14489","admin2"
"24644","CT-World::AFR::COD::Kongo Central::Ngidinga Health District","14490","admin2"
"24645","CT-World::AFR::COD::Kongo Central::Nselo Health District","14953","admin2"
"24646","CT-World::AFR::COD::Kongo Central::Nsona Mpangu Health District","14491","admin2"
"24647","CT-World::AFR::COD::Kongo Central::Nzanza Health District","14492","admin2"
"24648","CT-World::AFR::COD::Kongo Central::Seke Banza Health District","14954","admin2"
"24649","CT-World::AFR::COD::Kongo Central::Sona Bata Health District","14955","admin2"
"2465","CT-World::AFR::BDI::BI-MW::Kayokwe::Rurtyazo","2625","admin3"
"24650","CT-World::AFR::COD::Kongo Central::Tshela Health District","14956","admin2"
"24651","CT-World::AFR::COD::Kongo Central::Vaku Health District","14957","admin2"
"24652","CT-World::AFR::COD::Kwango","14997","admin1"
"24658","CT-World::AFR::COD::Kwango::Kenge Health District","14494","admin2"
"24659","CT-World::AFR::COD::Kwango::Kimbau Health District","17226","admin2"
"2466","CT-World::AFR::BDI::BI-MU::Bukeye::Gashishima","1160","admin3"
"24668","CT-World::AFR::COD::Kwilu::Bandundu Health District","14499","admin2"
"2467","CT-World::WPR::KHM","18","admin0"
"24671","CT-World::AFR::COD::Kwilu::Gungu Health District","14500","admin2"
"24672","CT-World::AFR::COD::Kwilu::Idiofa Health District","14501","admin2"
"24673","CT-World::AFR::COD::Kwilu::Ipamu Health District","14502","admin2"
"24679","CT-World::AFR::COD::Kwilu::Koshibanda Health District","14503","admin2"
"24685","CT-World::AFR::COD::Kwilu::Sia Health District","14506","admin2"
"24687","CT-World::AFR::COD::Lomami::Kabinda Health District","14508","admin2"
"24688","CT-World::AFR::COD::Lomami::Kalambayi Kaban Health District","14509","admin2"
"24689","CT-World::AFR::COD::Lomami::Kalenda Health District","14965","admin2"
"2469","CT-World::EMR::AFG::AF-LOG::Azra","5907","admin2"
"24693","CT-World::AFR::COD::Lomami::Kanda Kanda Health District","14510","admin2"
"24698","CT-World::AFR::COD::Lomami::Mwene Ditu Health District","14511","admin2"
"24699","CT-World::AFR::COD::Lomami::Mulumba Health District","14513","admin2"
"247","CT-World::AFR::MLI::ML-3","3250","admin1"
"24700","CT-World::AFR::COD::Lomami::Ngandajika Health District","14514","admin2"
"24703","CT-World::AFR::COD::Lualaba::Bunkeya Health District","14966","admin2"
"24704","CT-World::AFR::COD::Lualaba::Dilala Health District","14517","admin2"
"24706","CT-World::AFR::COD::Lualaba::Fungurume Health District","14518","admin2"
"24709","CT-World::AFR::COD::Lualaba::Kanzenze Health District","14967","admin2"
"2471","CT-World::EUR::TKM","3703","admin0"
"24713","CT-World::AFR::COD::Lualaba::Lualaba Health District","14968","admin2"
"24714","CT-World::AFR::COD::Lualaba::Lubudi Health District","14520","admin2"
"24715","CT-World::AFR::COD::Lualaba::Manika Health District","14969","admin2"
"24718","CT-World::AFR::COD::Mai-Ndombe::Banjow Moke Health District","14530","admin2"
"24719","CT-World::AFR::COD::Mai-Ndombe::Bokoro Health District","14531","admin2"
"2472","CT-World::AFR::SEN::Matam","17406","admin1"
"24720","CT-World::AFR::COD::Mai-Ndombe::Bolobo Health District","14528","admin2"
"24721","CT-World::AFR::COD::Mai-Ndombe::Bosobe Health District","14532","admin2"
"24722","CT-World::AFR::COD::Mai-Ndombe::Kiri Health District","14533","admin2"
"24723","CT-World::AFR::COD::Mai-Ndombe::Kwamouth Health District","14534","admin2"
"24724","CT-World::AFR::COD::Mai-Ndombe::Mimia Health District","14535","admin2"
"24725","CT-World::AFR::COD::Mai-Ndombe::Mushie Health District","14536","admin2"
"24726","CT-World::AFR::COD::Mai-Ndombe::Nioki Health District","14537","admin2"
"24727","CT-World::AFR::COD::Mai-Ndombe::Ntandembelo Health District","14538","admin2"
"24728","CT-World::AFR::COD::Mai-Ndombe::Oshwe Health District","14539","admin2"
"24729","CT-World::AFR::COD::Mai-Ndombe::Pendjua Health District","14540","admin2"
"2473","CT-World::AFR::SEN::Matam::Matam","8552","admin2"
"24730","CT-World::AFR::COD::Mai-Ndombe::Yumbi Health District","14529","admin2"
"2474","CT-World::AFR::SEN::Matam::Matam::Thilogne","6986","admin3"
"24741","CT-World::AFR::COD::Maniema::Alunguli Health District","14544","admin2"
"24742","CT-World::AFR::COD::Maniema::Ferekeni Health District","14545","admin2"
"24743","CT-World::AFR::COD::Maniema::Kabambare Health District","14546","admin2"
"24744","CT-World::AFR::COD::Maniema::Kailo Health District","14548","admin2"
"24745","CT-World::AFR::COD::Maniema::Kalima Health District","14970","admin2"
"24746","CT-World::AFR::COD::Maniema::Kampene Health District","14549","admin2"
"24747","CT-World::AFR::COD::Maniema::Kasongo Health District","14550","admin2"
"24748","CT-World::AFR::COD::Maniema::Kibombo Health District","14551","admin2"
"24749","CT-World::AFR::COD::Maniema::Kindu Health District","14552","admin2"
"2475","CT-World::AFR::NER::NE-6::Tillabery::Dessa","242","admin3"
"24750","CT-World::AFR::COD::Maniema::Kunda Health District","14553","admin2"
"24751","CT-World::AFR::COD::Maniema::Lubutu Health District","14554","admin2"
"24752","CT-World::AFR::COD::Maniema::Lusangi Health District","14555","admin2"
"24753","CT-World::AFR::COD::Maniema::Obokote Health District","14556","admin2"
"24754","CT-World::AFR::COD::Maniema::Pangi Health District","14557","admin2"
"24755","CT-World::AFR::COD::Maniema::Punia Health District","14558","admin2"
"24756","CT-World::AFR::COD::Maniema::Samba Health District","14559","admin2"
"24757","CT-World::AFR::COD::Maniema::Saramabila Health District","14560","admin2"
"24759","CT-World::AFR::COD::Mongala::Binga Health District","14218","admin2"
"24760","CT-World::AFR::COD::Mongala::Bongandanga Health District","14226","admin2"
"24763","CT-World::AFR::COD::Mongala::Bosomanzi Health District","14563","admin2"
"24764","CT-World::AFR::COD::Mongala::Bosomondanda Health District","14227","admin2"
"24765","CT-World::AFR::COD::Mongala::Bosondjo Health District","14229","admin2"
"24766","CT-World::AFR::COD::Mongala::Bumba Health District","14233","admin2"
"24768","CT-World::AFR::COD::Mongala::Lolo Health District","14249","admin2"
"24769","CT-World::AFR::COD::Mongala::Pimo Health District","14564","admin2"
"2477","CT-World::AFR::CMR::Far North::Mayo-Kani","12961","admin2"
"24770","CT-World::AFR::COD::Mongala::Pimu Health District","14265","admin2"
"24771","CT-World::AFR::COD::Mongala::Yamaluka Health District","14565","admin2"
"24772","CT-World::AFR::COD::Mongala::Yambuku Health District","14566","admin2"
"24773","CT-World::AFR::COD::Mongala::Yamongili Health District","14271","admin2"
"24774","CT-World::AFR::COD::Nord-Kivu::Alimbongo Health District","14572","admin2"
"24775","CT-World::AFR::COD::Nord-Kivu::Bambo Health District","14573","admin2"
"24776","CT-World::AFR::COD::Nord-Kivu::Beni Health District","14574","admin2"
"24777","CT-World::AFR::COD::Nord-Kivu::Biena Health District","14972","admin2"
"24778","CT-World::AFR::COD::Nord-Kivu::Binza Health District","14575","admin2"
"24779","CT-World::AFR::COD::Nord-Kivu::Birambizo Health District","14576","admin2"
"24780","CT-World::AFR::COD::Nord-Kivu::Butembo Health District","14577","admin2"
"24781","CT-World::AFR::COD::Nord-Kivu::Goma Health District","14578","admin2"
"24782","CT-World::AFR::COD::Nord-Kivu::Itebero Health District","14579","admin2"
"24783","CT-World::AFR::COD::Nord-Kivu::Kalunguta Health District","14973","admin2"
"24784","CT-World::AFR::COD::Nord-Kivu::Kamango Health District","14580","admin2"
"24785","CT-World::AFR::COD::Nord-Kivu::Karisimbi Health District","14581","admin2"
"24786","CT-World::AFR::COD::Nord-Kivu::Katwa Health District","14583","admin2"
"24787","CT-World::AFR::COD::Nord-Kivu::Kayna Health District","14584","admin2"
"24788","CT-World::AFR::COD::Nord-Kivu::Kibirizi Health District","14585","admin2"
"24789","CT-World::AFR::COD::Nord-Kivu::Kibua Health District","14586","admin2"
"2479","CT-World::EMR::SOM::SO-MU::Hobyo","4855","admin2"
"24790","CT-World::AFR::COD::Nord-Kivu::Kirotshe Health District","14587","admin2"
"24791","CT-World::AFR::COD::Nord-Kivu::Kyondo Health District","14588","admin2"
"24792","CT-World::AFR::COD::Nord-Kivu::Lubero Health District","14589","admin2"
"24793","CT-World::AFR::COD::Nord-Kivu::Mabalako Health District","14974","admin2"
"24794","CT-World::AFR::COD::Nord-Kivu::Manguredjipa Health District","14975","admin2"
"24795","CT-World::AFR::COD::Nord-Kivu::Masereka Health District","14590","admin2"
"24796","CT-World::AFR::COD::Nord-Kivu::Masisi Health District","14591","admin2"
"24797","CT-World::AFR::COD::Nord-Kivu::Musienene Health District","14592","admin2"
"24798","CT-World::AFR::COD::Nord-Kivu::Mutwanga Health District","14593","admin2"
"24799","CT-World::AFR::COD::Nord-Kivu::Mweso Health District","14594","admin2"
"248","CT-World::AFR::MLI::ML-3::Yanfolila","6005","admin2"
"2480","CT-World::AFR::GHA::GH-EP::Kwaebibirem","9767","admin2"
"24800","CT-World::AFR::COD::Nord-Kivu::Nyiragongo Health District","14595","admin2"
"24801","CT-World::AFR::COD::Nord-Kivu::Oicha Health District","14596","admin2"
"24802","CT-World::AFR::COD::Nord-Kivu::Pinga Health District","14597","admin2"
"24803","CT-World::AFR::COD::Nord-Kivu::Rutshuru Health District","14598","admin2"
"24804","CT-World::AFR::COD::Nord-Kivu::Rwanguba Health District","14599","admin2"
"24805","CT-World::AFR::COD::Nord-Kivu::Vuhovi Health District","14600","admin2"
"24806","CT-World::AFR::COD::Nord-Kivu::Walikale Health District","14601","admin2"
"24807","CT-World::AFR::COD::Nord-Ubangi::Abuzi Health District","14214","admin2"
"24808","CT-World::AFR::COD::Nord-Ubangi::Bili Health District","14985","admin2"
"2481","CT-World::EMR::IRN::Tehran","959","admin1"
"24810","CT-World::AFR::COD::Nord-Ubangi::Businga Health District","14236","admin2"
"24818","CT-World::AFR::COD::Orientale::Adi Health District","14604","admin2"
"2482","CT-World::AFR::LBR::LR-CM","3512","admin1"
"24820","CT-World::AFR::COD::Orientale::Aketi Health District","14890","admin2"
"24821","CT-World::AFR::COD::Orientale::Ango Health District","14891","admin2"
"24822","CT-World::AFR::COD::Orientale::Angumu Health District","14605","admin2"
"24823","CT-World::AFR::COD::Orientale::Ariwara Health District","14606","admin2"
"24824","CT-World::AFR::COD::Orientale::Aru Health District","14892","admin2"
"24825","CT-World::AFR::COD::Orientale::Aungba Health District","14893","admin2"
"24827","CT-World::AFR::COD::Orientale::Bafwagbogbo Health District","14894","admin2"
"24828","CT-World::AFR::COD::Orientale::Bafwasende Health District","14607","admin2"
"24829","CT-World::AFR::COD::Orientale::Bambu Health District","14608","admin2"
"2483","CT-World::AFR::LBR::LR-CM::Garwula","10407","admin2"
"24830","CT-World::AFR::COD::Orientale::Banalia Health District","14609","admin2"
"24831","CT-World::AFR::COD::Orientale::Basali Health District","14610","admin2"
"24832","CT-World::AFR::COD::Orientale::Basoko Health District","14611","admin2"
"24833","CT-World::AFR::COD::Orientale::Bengamisa Health District","14895","admin2"
"24834","CT-World::AFR::COD::Orientale::Bili Health District","14603","admin2"
"24835","CT-World::AFR::COD::Orientale::Biringi Health District","14897","admin2"
"24836","CT-World::AFR::COD::Orientale::Boga Health District","14612","admin2"
"24837","CT-World::AFR::COD::Orientale::Boma Mangbetu Health District","14898","admin2"
"24838","CT-World::AFR::COD::Orientale::Bondo Health District","14899","admin2"
"24839","CT-World::AFR::COD::Orientale::Bunia Health District","14613","admin2"
"2484","CT-World::AFR::LBR::LR-CM::Garwula::Sinje","3832","admin3"
"24840","CT-World::AFR::COD::Orientale::Buta Health District","14900","admin2"
"24841","CT-World::AFR::COD::Orientale::Damas Health District","14614","admin2"
"24843","CT-World::AFR::COD::Orientale::Doruma Health District","14901","admin2"
"24844","CT-World::AFR::COD::Orientale::Drodro Health District","14615","admin2"
"24845","CT-World::AFR::COD::Orientale::Dungu Health District","14902","admin2"
"24846","CT-World::AFR::COD::Orientale::Faradje Health District","14903","admin2"
"24847","CT-World::AFR::COD::Orientale::Fataki Health District","14616","admin2"
"24848","CT-World::AFR::COD::Orientale::Ganga Health District","14987","admin2"
"24849","CT-World::AFR::COD::Orientale::Gethy Health District","14617","admin2"
"24850","CT-World::AFR::COD::Orientale::Gombari Health District","14904","admin2"
"24851","CT-World::AFR::COD::Orientale::Isangi Health District","14618","admin2"
"24852","CT-World::AFR::COD::Orientale::Isiro Health District","14905","admin2"
"24853","CT-World::AFR::COD::Orientale::Jiba Health District","14619","admin2"
"24854","CT-World::AFR::COD::Orientale::Kabondo Health District","14620","admin2"
"24855","CT-World::AFR::COD::Orientale::Kambala Health District","14621","admin2"
"24856","CT-World::AFR::COD::Orientale::Kilo Health District","14906","admin2"
"24857","CT-World::AFR::COD::Orientale::Komanda Health District","14907","admin2"
"24858","CT-World::AFR::COD::Orientale::Laybo Health District","14622","admin2"
"24859","CT-World::AFR::COD::Orientale::Likati Health District","14908","admin2"
"2486","CT-World::EMR::AFG::AF-KDZ::Kunduz","5342","admin2"
"24860","CT-World::AFR::COD::Orientale::Linga Health District","14623","admin2"
"24861","CT-World::AFR::COD::Orientale::Lita Health District","14624","admin2"
"24862","CT-World::AFR::COD::Orientale::Logo Health District","14625","admin2"
"24863","CT-World::AFR::COD::Orientale::Lolwa Health District","14909","admin2"
"24864","CT-World::AFR::COD::Orientale::Lowa Health District","14910","admin2"
"24865","CT-World::AFR::COD::Orientale::Lubunga Health District","14626","admin2"
"24866","CT-World::AFR::COD::Orientale::Mahagi Health District","14627","admin2"
"24868","CT-World::AFR::COD::Orientale::Makiso Kisangani Health District","14986","admin2"
"24869","CT-World::AFR::COD::Orientale::Makoro Health District","14911","admin2"
"24870","CT-World::AFR::COD::Orientale::Mambasa Health District","14913","admin2"
"24872","CT-World::AFR::COD::Orientale::Mandima Health District","14914","admin2"
"24873","CT-World::AFR::COD::Orientale::Mangala Health District","14915","admin2"
"24874","CT-World::AFR::COD::Orientale::Mangobo Health District","14628","admin2"
"24875","CT-World::AFR::COD::Orientale::Monga Health District","14916","admin2"
"24876","CT-World::AFR::COD::Orientale::Mongbalu Health District","14629","admin2"
"24877","CT-World::AFR::COD::Orientale::Nia Nia Health District","14630","admin2"
"24878","CT-World::AFR::COD::Orientale::Niangara Health District","14917","admin2"
"24879","CT-World::AFR::COD::Orientale::Niania Health District","14918","admin2"
"24880","CT-World::AFR::COD::Orientale::Nizi Health District","14631","admin2"
"24881","CT-World::AFR::COD::Orientale::Nyakunde Health District","14632","admin2"
"24883","CT-World::AFR::COD::Orientale::Nyarambe Health District","14633","admin2"
"24884","CT-World::AFR::COD::Orientale::Opala Health District","14634","admin2"
"24885","CT-World::AFR::COD::Orientale::Opienge Health District","14919","admin2"
"24886","CT-World::AFR::COD::Orientale::Pawa Health District","14920","admin2"
"24887","CT-World::AFR::COD::Orientale::Poko Health District","14921","admin2"
"24888","CT-World::AFR::COD::Orientale::Rethy Health District","14635","admin2"
"24889","CT-World::AFR::COD::Orientale::Rimba Health District","14636","admin2"
"2489","CT-World::AFR::GHA::GH-WP::SekondiTakoradiMunicipal","4336","admin2"
