"...1","country","current_rates_mean","current_cases_mean","lancet_rates_mean","lancet_cases_mean","current_rates_quantile_low","current_cases_quantile_low","lancet_rates_quantile_low","lancet_cases_quantile_low","current_rates_quantile_high","current_cases_quantile_high","lancet_rates_quantile_high","lancet_cases_quantile_high"
"2.5%","AGO",2.07572480308932e-05,618.237881500993,8.67260135158194e-05,2634.33075977139,0,0,8.57545056321375e-05,2604.820893036,7.95378142125189e-05,2368.96960930381,8.77037042370479e-05,2664.0284322005
"2.5%1","BDI",4.64343564865064e-05,504.474225286745,5.91899812799705e-05,652.593663529047,8.26258131302549e-06,89.7667077171306,5.75373751694072e-05,634.373007723096,0.00010643977756534,1156.38782121537,6.08651709160472e-05,671.063311906569
"2.5%2","BEN",1.60971870857492e-05,179.89720493671,4.63143901199375e-05,525.64887581744,1.03715864730631e-09,0.011590965597432,4.53946336163416e-05,515.210025799358,7.58149029813076e-05,847.284004728976,4.71821663642201e-05,535.497771724025
"2.5%3","BFA",3.27603642974221e-09,0.0639054690050505,2.95336476247927e-06,57.6111298933508,1.78490604940073e-79,3.48180677056395e-72,2.70617706542582e-06,52.7892525878769,9.32509269858604e-09,0.181904089041405,3.21340284683709e-06,62.6836790229003
"2.5%4","CAF",7.65804621777461e-06,35.6794499723093,3.55371757481128e-05,165.655389791616,1.27140984892641e-09,0.00592360019893604,3.32893732440636e-05,155.177331472572,3.86878042057737e-05,180.249574819036,3.76472613459768e-05,175.491485228277
"2.5%5","CIV",1.56063616789347e-06,37.91526553993,2.00820241255342e-05,498.078609709601,1.96535731433624e-07,4.77478646124704,1.94676755474638e-05,482.841406341574,5.71190557368119e-06,138.769317936191,2.0641823491307e-05,511.962871977065
"2.5%6","CMR",2.33782657392101e-05,562.334421824414,0.0003038149059725,7571.71154443541,8.41448322785009e-07,20.2399682408785,0.00030196471004185,7525.60073942825,6.42854648270178e-05,1546.30502101719,0.00030571458016173,7619.05545254025
"2.5%7","COD",0.00060317316730628,49062.098190615,0.00028272003312719,23438.3298593025,0.0004411901745392,35886.4035027371,0.00028151387261937,23338.3355733202,0.000854505486163,69505.465990433,0.00028391461896006,23537.3645703781
"2.5%8","COG",4.04575305852643e-06,21.2836954026429,0.00012215679079683,633.638573366322,0,0,0.00011935587975609,619.10998871375,1.82027387302087e-05,95.7600577749455,0.00012492721155297,648.009002092367
"2.5%9","ETH",0.00017376927393406,18238.3777952395,6.90963222746449e-05,7455.45986900685,7.29569346227409e-06,765.737294233638,6.84267290650866e-05,7383.21108443943,0.00054704043395227,57415.9624300388,6.97982993623332e-05,7531.20285841546
"2.5%10","GHA",5.86002146699924e-06,168.965684911492,0.00036877879896968,10864.6194860769,9.43648213966678e-09,0.272088025080278,0.00036716206244566,10816.9886917042,1.67656734806226e-05,483.41520907541,0.00037033271822452,10910.3996162338
"2.5%11","GNB",3.91092909567034e-08,0.0724539701996162,0.00046255930001137,856.938515599326,1.01365321199679e-27,1.87789647467828e-21,0.00044999219738035,833.656669847332,2.42488020392617e-07,0.449233912799413,0.00047459835544077,879.242099785464
"2.5%12","KEN",0.00015393225411592,7650.41178691042,0.00013879264594245,7054.11117795273,8.42510073426035e-05,4187.26343828838,0.00013728320913084,6977.39432445588,0.00021653334352768,10761.6772917243,0.00014024664373847,7128.01035348881
"2.5%13","LBR",1.6616712896167e-05,79.1778559647297,0.00010102854638624,481.396275188757,9.24085987187016e-15,4.40322629690473e-08,9.76684335445527e-05,465.385495423417,0.00015749671899183,750.464463650313,0.00010457964392938,498.317088080229
"2.5%14","MLI",3.73546161284519e-09,0.0703940382081298,3.60277472340049e-05,678.935799158616,2.29822694400912e-17,4.3309634009144e-10,3.52634333774393e-05,664.532455101468,1.73897242923873e-08,0.327705928514352,3.68530291413289e-05,694.488074121602
"2.5%15","MOZ",0.00018725705514668,5555.69848447595,0.00011829353878694,3448.10500332267,2.94228311120279e-05,872.941092072792,0.00011730220552555,3419.20890964239,0.00031041815928509,9209.74483841515,0.00011933621464638,3478.4976679149
"2.5%16","MRT",1.86664548770059e-07,0.825091651840633,9.92438851186255e-06,43.1510626105851,0,0,8.58251532403235e-06,37.3166221436168,2.75959157260338e-07,1.21979025157563,1.14613130578883e-05,49.8335828720633
"2.5%17","MWI",5.51033700264306e-05,1026.14068738267,3.95998511982588e-05,710.327478849423,1.4073764475409e-06,26.2083105732571,3.88972154709516e-05,697.723859148205,0.00012775218607196,2379.0144952594,4.03600616003385e-05,723.963851764079
"2.5%18","NER",0.00011624234665462,2496.57733143809,7.07441419713673e-05,1563.73909038433,7.63963118190541e-10,0.0164079017485434,6.98628163439358e-05,1544.2581369574,0.00058178901112936,12495.2850546012,7.15316369746082e-05,1581.14599766647
"2.5%19","NGA",6.89770357370567e-05,13166.7718955619,0.00010703762263942,20726.6068857347,3.84728674027197e-06,734.394373209732,0.00010668244315219,20657.8304553156,0.00017046087329349,32538.6472728339,0.00010741171155828,20799.0449105184
"2.5%20","RWA",5.91998260520377e-06,72.2735570772479,1.13469653371838e-05,137.986332190558,0,0,1.04258804417952e-05,126.785352671012,2.95939310083542e-05,361.294754479909,1.23216303362156e-05,149.838879927721
"2.5%21","SDN",3.77131169891775e-05,1528.63821625094,2.93167987462209e-05,1213.0150457963,0,0,2.75808950192205e-05,1141.19010484238,0.00014532780485449,5890.61987234271,3.09165613830659e-05,1279.20699823264
"2.5%22","SEN",1.93761277142688e-07,3.07122610535575,7.52791754541351e-07,11.7896146983055,0,0,4.66285235396802e-07,7.30258166574404,8.41647884533538e-07,13.3405961842071,1.02516004545272e-06,16.0552262522437
"2.5%23","SLE",9.83040802271372e-08,0.744599045564198,0.00173646419257317,13152.7559940432,6.3818222815186e-79,4.83387746347817e-72,0.00172659671300274,13078.0152930135,4.79002400737121e-08,0.362817829725608,0.00174662333398867,13229.7058722605
"2.5%24","SOM",0.00152590749486505,22495.7263389203,0.0014927161949752,22159.6876238821,0.00033511585038104,4940.45313190715,0.00148683772268457,22072.4204594308,0.00521531956421252,76886.968627753,0.00149838144880027,22243.7895151164
"2.5%25","SSD",0.00049829255287128,6266.3846332391,0.00041302365592064,4524.54735234827,1.84395897398781e-10,0.00231891006846041,0.00040657588863221,4453.91404116814,0.001529981162718,19240.605527729,0.00041940771523105,4594.48276218764
"2.5%26","SWZ",5.15584386837045e-07,0.583693599922606,5.15584386837045e-07,0.583693599922606,5.15584386837045e-07,0.583693599922606,5.15584386837045e-07,0.583693599922606,5.15584386837045e-07,0.583693599922606,5.15584386837045e-07,0.583693599922606
"2.5%27","TCD",2.40041905722853e-05,357.662295501908,0.00058317529953274,8904.16249101527,4.13645447366228e-11,0.00061633146838841,0.00057854792192315,8833.50976931026,0.00010766960440575,1604.27645962811,0.00058784559416472,8975.47048762863
"2.5%28","TGO",1.17681863059191e-06,9.18030270790664,1.3338712403424e-05,104.054621854134,1.65682951644681e-45,1.29248433879109e-38,1.25194699590758e-05,97.6637529175174,7.51898703879118e-06,58.6552381807645,1.42022261204243e-05,110.790848753011
"2.5%29","TZA",0.000212390834076175,12172.1227363314,0.00015102785652324,8398.42130789776,3.93365639257432e-05,2254.37922597906,0.00014954912072543,8316.19113845097,0.000596224810638104,34169.6552259412,0.00015219558189501,8463.35667723786
"2.5%30","UGA",3.9646255415194e-05,1699.35578071873,2.70738896614547e-05,1136.64916067119,1.13247488131174e-05,485.412232737201,2.66620822614429e-05,1119.36015855754,8.86070195105704e-05,3797.95895578676,2.74876680197899e-05,1154.02090996864
"2.5%31","ZAF",8.13297242455547e-07,46.6405876039881,1.06501390331367e-06,61.0759162381908,3.74389334281626e-14,2.14703033922009e-06,6.46605286910583e-07,37.0812157659606,8.16056280434573e-06,467.988116158819,1.50312895265134e-06,86.2007319544766
"2.5%32","ZMB",0.00011041617964721,1887.46852899288,0.00013409475413453,2297.26613790067,1.81292512161727e-06,30.9903777091914,0.00013135832217085,2250.38650767648,0.00024574257397464,4200.7555060572,0.00013684978086444,2344.46432739353
"2.5%33","ZWE",0.00013262542522395,2192.28554691116,3.22961020118833e-05,463.086846938411,0,0,3.13773573970677e-05,449.913165896035,0.00065490880859359,10825.5797348065,3.32670619293109e-05,477.009231952544
NA,"GIN",8.00139843955855e-08,1.01755192201991,0.0002296059,2813.755,4.06771637634231e-10,0.00517298650760274,0.0001823626,2234.801,6.26621512603399e-08,0.796885606116364,0.0002565671,3144.157
NA,"ZNZ",0.0013032756622903,891.032627724268,NA,NA,0,0,NA,NA,0.00375902302776164,2569.99517678127,NA,NA
NA,"TZA_M",0.00019921986309491,11281.0901086072,NA,NA,3.98115001688448e-05,2254.37922597906,NA,NA,0.00058567711174232,33164.7465743219,NA,NA
